pair,a,b
ELET3-KLBN11,ELET3,KLBN11
ELET3-LREN3,ELET3,LREN3
ELET3-MOTV3,ELET3,MOTV3
ELET3-MRFG3,ELET3,MRFG3
ELET3-MRVE3,ELET3,MRVE3
ELET3-MULT3,ELET3,MULT3
ELET3-NATU3,ELET3,NATU3
ELET3-PETR3,ELET3,PETR3
ELET3-PETR4,ELET3,PETR4
ELET3-PETZ3,ELET3,PETZ3
ELET3-POMO4,ELET3,POMO4
ELET3-PRIO3,ELET3,PRIO3
ELET3-PSSA3,ELET3,PSSA3
ELET3-RADL3,ELET3,RADL3
ELET3-RAIL3,ELET3,RAIL3
ELET3-RAIZ4,ELET3,RAIZ4
ELET3-RDOR3,ELET3,RDOR3
ELET3-RECV3,ELET3,RECV3
ELET3-RENT3,ELET3,RENT3
ELET3-SANB11,ELET3,SANB11
ELET3-SBSP3,ELET3,SBSP3
ELET3-SLCE3,ELET3,SLCE3
ELET3-SMFT3,ELET3,SMFT3
ELET3-SMTO3,ELET3,SMTO3
ELET3-STBP3,ELET3,STBP3
ELET3-TAEE11,ELET3,TAEE11
ELET3-TIMS3,ELET3,TIMS3
ELET3-TOTS3,ELET3,TOTS3
ELET3-UGPA3,ELET3,UGPA3
ELET3-USIM5,ELET3,USIM5
ELET3-VALE3,ELET3,VALE3
ELET3-VAMO3,ELET3,VAMO3
ELET3-VIVA3,ELET3,VIVA3
ELET3-VIVT3,ELET3,VIVT3
ELET3-WEGE3,ELET3,WEGE3
ELET3-YDUQ3,ELET3,YDUQ3
ELET6-EMBR3,ELET6,EMBR3
ELET6-ENEV3,ELET6,ENEV3
ELET6-ENGI11,ELET6,ENGI11
ELET6-EQTL3,ELET6,EQTL3
ELET6-FLRY3,ELET6,FLRY3
ELET6-GGBR4,ELET6,GGBR4
ELET6-GOAU4,ELET6,GOAU4
ELET6-HYPE3,ELET6,HYPE3
ELET6-IGTI11,ELET6,IGTI11
ELET6-ISAE4,ELET6,ISAE4
ELET6-ITSA4,ELET6,ITSA4
ELET6-ITUB4,ELET6,ITUB4
ELET6-KLBN11,ELET6,KLBN11
ELET6-LREN3,ELET6,LREN3
ELET6-MOTV3,ELET6,MOTV3
ELET6-MRFG3,ELET6,MRFG3
ELET6-MRVE3,ELET6,MRVE3
ELET6-MULT3,ELET6,MULT3
ELET6-NATU3,ELET6,NATU3
ELET6-PETR3,ELET6,PETR3
ELET6-PETR4,ELET6,PETR4
ELET6-PETZ3,ELET6,PETZ3
ELET6-POMO4,ELET6,POMO4
ELET6-PRIO3,ELET6,PRIO3
ELET6-PSSA3,ELET6,PSSA3
ELET6-RADL3,ELET6,RADL3
ELET6-RAIL3,ELET6,RAIL3
ELET6-RAIZ4,ELET6,RAIZ4
ELET6-RDOR3,ELET6,RDOR3
ELET6-RECV3,ELET6,RECV3
ELET6-RENT3,ELET6,RENT3
ELET6-SANB11,ELET6,SANB11
ELET6-SBSP3,ELET6,SBSP3
ELET6-SLCE3,ELET6,SLCE3
ELET6-SMFT3,ELET6,SMFT3
ELET6-SMTO3,ELET6,SMTO3
ELET6-STBP3,ELET6,STBP3
ELET6-TAEE11,ELET6,TAEE11
ELET6-TIMS3,ELET6,TIMS3
ELET6-TOTS3,ELET6,TOTS3
ELET6-UGPA3,ELET6,UGPA3
ELET6-USIM5,ELET6,USIM5
ELET6-VALE3,ELET6,VALE3
ELET6-VAMO3,ELET6,VAMO3
ELET6-VIVA3,ELET6,VIVA3
ELET6-VIVT3,ELET6,VIVT3
ELET6-WEGE3,ELET6,WEGE3
ELET6-YDUQ3,ELET6,YDUQ3
EMBR3-ENEV3,EMBR3,ENEV3
EMBR3-ENGI11,EMBR3,ENGI11
EMBR3-EQTL3,EMBR3,EQTL3
EMBR3-FLRY3,EMBR3,FLRY3
EMBR3-GGBR4,EMBR3,GGBR4
EMBR3-GOAU4,EMBR3,GOAU4
EMBR3-HYPE3,EMBR3,HYPE3
EMBR3-IGTI11,EMBR3,IGTI11
EMBR3-ISAE4,EMBR3,ISAE4
EMBR3-ITSA4,EMBR3,ITSA4
EMBR3-ITUB4,EMBR3,ITUB4
EMBR3-KLBN11,EMBR3,KLBN11
EMBR3-LREN3,EMBR3,LREN3
EMBR3-MOTV3,EMBR3,MOTV3
EMBR3-MRFG3,EMBR3,MRFG3
EMBR3-MRVE3,EMBR3,MRVE3
EMBR3-MULT3,EMBR3,MULT3
EMBR3-NATU3,EMBR3,NATU3
EMBR3-PETR3,EMBR3,PETR3
EMBR3-PETR4,EMBR3,PETR4
EMBR3-PETZ3,EMBR3,PETZ3
EMBR3-POMO4,EMBR3,POMO4
EMBR3-PRIO3,EMBR3,PRIO3
EMBR3-PSSA3,EMBR3,PSSA3
EMBR3-RADL3,EMBR3,RADL3
EMBR3-RAIL3,EMBR3,RAIL3
EMBR3-RAIZ4,EMBR3,RAIZ4
EMBR3-RDOR3,EMBR3,RDOR3
EMBR3-RECV3,EMBR3,RECV3
EMBR3-RENT3,EMBR3,RENT3
EMBR3-SANB11,EMBR3,SANB11
EMBR3-SBSP3,EMBR3,SBSP3
EMBR3-SLCE3,EMBR3,SLCE3
EMBR3-SMFT3,EMBR3,SMFT3
EMBR3-SMTO3,EMBR3,SMTO3
EMBR3-STBP3,EMBR3,STBP3
EMBR3-TAEE11,EMBR3,TAEE11
EMBR3-TIMS3,EMBR3,TIMS3
EMBR3-TOTS3,EMBR3,TOTS3
EMBR3-UGPA3,EMBR3,UGPA3
EMBR3-USIM5,EMBR3,USIM5
EMBR3-VALE3,EMBR3,VALE3
EMBR3-VAMO3,EMBR3,VAMO3
EMBR3-VIVA3,EMBR3,VIVA3
EMBR3-VIVT3,EMBR3,VIVT3
EMBR3-WEGE3,EMBR3,WEGE3
EMBR3-YDUQ3,EMBR3,YDUQ3
ENEV3-ENGI11,ENEV3,ENGI11
ENEV3-EQTL3,ENEV3,EQTL3
ENEV3-FLRY3,ENEV3,FLRY3
ENEV3-GGBR4,ENEV3,GGBR4
ENEV3-GOAU4,ENEV3,GOAU4
ENEV3-HYPE3,ENEV3,HYPE3
ENEV3-IGTI11,ENEV3,IGTI11
ENEV3-ISAE4,ENEV3,ISAE4
ENEV3-ITSA4,ENEV3,ITSA4
ENEV3-ITUB4,ENEV3,ITUB4
ENEV3-KLBN11,ENEV3,KLBN11
ENEV3-LREN3,ENEV3,LREN3
ENEV3-MOTV3,ENEV3,MOTV3
ENEV3-MRFG3,ENEV3,MRFG3
ENEV3-MRVE3,ENEV3,MRVE3
ENEV3-MULT3,ENEV3,MULT3
ENEV3-NATU3,ENEV3,NATU3
ENEV3-PETR3,ENEV3,PETR3
ENEV3-PETR4,ENEV3,PETR4
ENEV3-PETZ3,ENEV3,PETZ3
ENEV3-POMO4,ENEV3,POMO4
ENEV3-PRIO3,ENEV3,PRIO3
ENEV3-PSSA3,ENEV3,PSSA3
ENEV3-RADL3,ENEV3,RADL3
ENEV3-RAIL3,ENEV3,RAIL3
ENEV3-RAIZ4,ENEV3,RAIZ4
ENEV3-RDOR3,ENEV3,RDOR3
ENEV3-RECV3,ENEV3,RECV3
ENEV3-RENT3,ENEV3,RENT3
ENEV3-SANB11,ENEV3,SANB11
ENEV3-SBSP3,ENEV3,SBSP3
ENEV3-SLCE3,ENEV3,SLCE3
ENEV3-SMFT3,ENEV3,SMFT3
ENEV3-SMTO3,ENEV3,SMTO3
ENEV3-STBP3,ENEV3,STBP3
ENEV3-TAEE11,ENEV3,TAEE11
ENEV3-TIMS3,ENEV3,TIMS3
ENEV3-TOTS3,ENEV3,TOTS3
ENEV3-UGPA3,ENEV3,UGPA3
ENEV3-USIM5,ENEV3,USIM5
ENEV3-VALE3,ENEV3,VALE3
ENEV3-VAMO3,ENEV3,VAMO3
ENEV3-VIVA3,ENEV3,VIVA3
ENEV3-VIVT3,ENEV3,VIVT3
ENEV3-WEGE3,ENEV3,WEGE3
ENEV3-YDUQ3,ENEV3,YDUQ3
ENGI11-EQTL3,ENGI11,EQTL3
ENGI11-FLRY3,ENGI11,FLRY3
ENGI11-GGBR4,ENGI11,GGBR4
ENGI11-GOAU4,ENGI11,GOAU4
ENGI11-HYPE3,ENGI11,HYPE3
ENGI11-IGTI11,ENGI11,IGTI11
ENGI11-ISAE4,ENGI11,ISAE4
ENGI11-ITSA4,ENGI11,ITSA4
ENGI11-ITUB4,ENGI11,ITUB4
ENGI11-KLBN11,ENGI11,KLBN11
ENGI11-LREN3,ENGI11,LREN3
ENGI11-MOTV3,ENGI11,MOTV3
ENGI11-MRFG3,ENGI11,MRFG3
ENGI11-MRVE3,ENGI11,MRVE3
ENGI11-MULT3,ENGI11,MULT3
ENGI11-NATU3,ENGI11,NATU3
ENGI11-PETR3,ENGI11,PETR3
ENGI11-PETR4,ENGI11,PETR4
ENGI11-PETZ3,ENGI11,PETZ3
ENGI11-POMO4,ENGI11,POMO4
ENGI11-PRIO3,ENGI11,PRIO3
ENGI11-PSSA3,ENGI11,PSSA3
ENGI11-RADL3,ENGI11,RADL3
ENGI11-RAIL3,ENGI11,RAIL3
ENGI11-RAIZ4,ENGI11,RAIZ4
ENGI11-RDOR3,ENGI11,RDOR3
ENGI11-RECV3,ENGI11,RECV3
ENGI11-RENT3,ENGI11,RENT3
ENGI11-SANB11,ENGI11,SANB11
ENGI11-SBSP3,ENGI11,SBSP3
ENGI11-SLCE3,ENGI11,SLCE3
ENGI11-SMFT3,ENGI11,SMFT3
ENGI11-SMTO3,ENGI11,SMTO3
ENGI11-STBP3,ENGI11,STBP3
ENGI11-TAEE11,ENGI11,TAEE11
ENGI11-TIMS3,ENGI11,TIMS3
ENGI11-TOTS3,ENGI11,TOTS3
ENGI11-UGPA3,ENGI11,UGPA3
ENGI11-USIM5,ENGI11,USIM5
ENGI11-VALE3,ENGI11,VALE3
ENGI11-VAMO3,ENGI11,VAMO3
ENGI11-VIVA3,ENGI11,VIVA3
ENGI11-VIVT3,ENGI11,VIVT3
ENGI11-WEGE3,ENGI11,WEGE3
ENGI11-YDUQ3,ENGI11,YDUQ3
EQTL3-FLRY3,EQTL3,FLRY3
EQTL3-GGBR4,EQTL3,GGBR4
EQTL3-GOAU4,EQTL3,GOAU4
EQTL3-HYPE3,EQTL3,HYPE3
EQTL3-IGTI11,EQTL3,IGTI11
EQTL3-ISAE4,EQTL3,ISAE4
EQTL3-ITSA4,EQTL3,ITSA4
EQTL3-ITUB4,EQTL3,ITUB4
EQTL3-KLBN11,EQTL3,KLBN11
EQTL3-LREN3,EQTL3,LREN3
EQTL3-MOTV3,EQTL3,MOTV3
EQTL3-MRFG3,EQTL3,MRFG3
EQTL3-MRVE3,EQTL3,MRVE3
EQTL3-MULT3,EQTL3,MULT3
EQTL3-NATU3,EQTL3,NATU3
EQTL3-PETR3,EQTL3,PETR3
EQTL3-PETR4,EQTL3,PETR4
EQTL3-PETZ3,EQTL3,PETZ3
EQTL3-POMO4,EQTL3,POMO4
EQTL3-PRIO3,EQTL3,PRIO3
EQTL3-PSSA3,EQTL3,PSSA3
EQTL3-RADL3,EQTL3,RADL3
EQTL3-RAIL3,EQTL3,RAIL3
EQTL3-RAIZ4,EQTL3,RAIZ4
EQTL3-RDOR3,EQTL3,RDOR3
EQTL3-RECV3,EQTL3,RECV3
EQTL3-RENT3,EQTL3,RENT3
EQTL3-SANB11,EQTL3,SANB11
EQTL3-SBSP3,EQTL3,SBSP3
EQTL3-SLCE3,EQTL3,SLCE3
EQTL3-SMFT3,EQTL3,SMFT3
EQTL3-SMTO3,EQTL3,SMTO3
EQTL3-STBP3,EQTL3,STBP3
EQTL3-TAEE11,EQTL3,TAEE11
EQTL3-TIMS3,EQTL3,TIMS3
EQTL3-TOTS3,EQTL3,TOTS3
EQTL3-UGPA3,EQTL3,UGPA3
EQTL3-USIM5,EQTL3,USIM5
EQTL3-VALE3,EQTL3,VALE3
EQTL3-VAMO3,EQTL3,VAMO3
EQTL3-VIVA3,EQTL3,VIVA3
EQTL3-VIVT3,EQTL3,VIVT3
EQTL3-WEGE3,EQTL3,WEGE3
EQTL3-YDUQ3,EQTL3,YDUQ3
FLRY3-GGBR4,FLRY3,GGBR4
FLRY3-GOAU4,FLRY3,GOAU4
FLRY3-HYPE3,FLRY3,HYPE3
FLRY3-IGTI11,FLRY3,IGTI11
FLRY3-ISAE4,FLRY3,ISAE4
FLRY3-ITSA4,FLRY3,ITSA4
FLRY3-ITUB4,FLRY3,ITUB4
FLRY3-KLBN11,FLRY3,KLBN11
FLRY3-LREN3,FLRY3,LREN3
FLRY3-MOTV3,FLRY3,MOTV3
FLRY3-MRFG3,FLRY3,MRFG3
FLRY3-MRVE3,FLRY3,MRVE3
FLRY3-MULT3,FLRY3,MULT3
FLRY3-NATU3,FLRY3,NATU3
FLRY3-PETR3,FLRY3,PETR3
FLRY3-PETR4,FLRY3,PETR4
FLRY3-PETZ3,FLRY3,PETZ3
FLRY3-POMO4,FLRY3,POMO4
FLRY3-PRIO3,FLRY3,PRIO3
FLRY3-PSSA3,FLRY3,PSSA3
FLRY3-RADL3,FLRY3,RADL3
FLRY3-RAIL3,FLRY3,RAIL3
FLRY3-RAIZ4,FLRY3,RAIZ4
FLRY3-RDOR3,FLRY3,RDOR3
FLRY3-RECV3,FLRY3,RECV3
FLRY3-RENT3,FLRY3,RENT3
FLRY3-SANB11,FLRY3,SANB11
FLRY3-SBSP3,FLRY3,SBSP3
FLRY3-SLCE3,FLRY3,SLCE3
FLRY3-SMFT3,FLRY3,SMFT3
FLRY3-SMTO3,FLRY3,SMTO3
FLRY3-STBP3,FLRY3,STBP3
FLRY3-TAEE11,FLRY3,TAEE11
FLRY3-TIMS3,FLRY3,TIMS3
FLRY3-TOTS3,FLRY3,TOTS3
FLRY3-UGPA3,FLRY3,UGPA3
FLRY3-USIM5,FLRY3,USIM5
FLRY3-VALE3,FLRY3,VALE3
FLRY3-VAMO3,FLRY3,VAMO3
FLRY3-VIVA3,FLRY3,VIVA3
FLRY3-VIVT3,FLRY3,VIVT3
FLRY3-WEGE3,FLRY3,WEGE3
FLRY3-YDUQ3,FLRY3,YDUQ3
GGBR4-GOAU4,GGBR4,GOAU4
GGBR4-HYPE3,GGBR4,HYPE3
GGBR4-IGTI11,GGBR4,IGTI11
GGBR4-ISAE4,GGBR4,ISAE4
GGBR4-ITSA4,GGBR4,ITSA4
GGBR4-ITUB4,GGBR4,ITUB4
GGBR4-KLBN11,GGBR4,KLBN11
GGBR4-LREN3,GGBR4,LREN3
GGBR4-MOTV3,GGBR4,MOTV3
GGBR4-MRFG3,GGBR4,MRFG3
GGBR4-MRVE3,GGBR4,MRVE3
GGBR4-MULT3,GGBR4,MULT3
GGBR4-NATU3,GGBR4,NATU3
GGBR4-PETR3,GGBR4,PETR3
GGBR4-PETR4,GGBR4,PETR4
GGBR4-PETZ3,GGBR4,PETZ3
GGBR4-POMO4,GGBR4,POMO4
GGBR4-PRIO3,GGBR4,PRIO3
GGBR4-PSSA3,GGBR4,PSSA3
GGBR4-RADL3,GGBR4,RADL3
GGBR4-RAIL3,GGBR4,RAIL3
GGBR4-RAIZ4,GGBR4,RAIZ4
GGBR4-RDOR3,GGBR4,RDOR3
GGBR4-RECV3,GGBR4,RECV3
GGBR4-RENT3,GGBR4,RENT3
GGBR4-SANB11,GGBR4,SANB11
GGBR4-SBSP3,GGBR4,SBSP3
GGBR4-SLCE3,GGBR4,SLCE3
GGBR4-SMFT3,GGBR4,SMFT3
GGBR4-SMTO3,GGBR4,SMTO3
GGBR4-STBP3,GGBR4,STBP3
GGBR4-TAEE11,GGBR4,TAEE11
GGBR4-TIMS3,GGBR4,TIMS3
GGBR4-TOTS3,GGBR4,TOTS3
GGBR4-UGPA3,GGBR4,UGPA3
GGBR4-USIM5,GGBR4,USIM5
GGBR4-VALE3,GGBR4,VALE3
GGBR4-VAMO3,GGBR4,VAMO3
GGBR4-VIVA3,GGBR4,VIVA3
GGBR4-VIVT3,GGBR4,VIVT3
GGBR4-WEGE3,GGBR4,WEGE3
GGBR4-YDUQ3,GGBR4,YDUQ3
GOAU4-HYPE3,GOAU4,HYPE3
GOAU4-IGTI11,GOAU4,IGTI11
GOAU4-ISAE4,GOAU4,ISAE4
GOAU4-ITSA4,GOAU4,ITSA4
GOAU4-ITUB4,GOAU4,ITUB4
GOAU4-KLBN11,GOAU4,KLBN11
GOAU4-LREN3,GOAU4,LREN3
GOAU4-MOTV3,GOAU4,MOTV3
GOAU4-MRFG3,GOAU4,MRFG3
GOAU4-MRVE3,GOAU4,MRVE3
GOAU4-MULT3,GOAU4,MULT3
GOAU4-NATU3,GOAU4,NATU3
GOAU4-PETR3,GOAU4,PETR3
GOAU4-PETR4,GOAU4,PETR4
GOAU4-PETZ3,GOAU4,PETZ3
GOAU4-POMO4,GOAU4,POMO4
GOAU4-PRIO3,GOAU4,PRIO3
GOAU4-PSSA3,GOAU4,PSSA3
GOAU4-RADL3,GOAU4,RADL3
GOAU4-RAIL3,GOAU4,RAIL3
GOAU4-RAIZ4,GOAU4,RAIZ4
GOAU4-RDOR3,GOAU4,RDOR3
GOAU4-RECV3,GOAU4,RECV3
GOAU4-RENT3,GOAU4,RENT3
GOAU4-SANB11,GOAU4,SANB11
GOAU4-SBSP3,GOAU4,SBSP3
GOAU4-SLCE3,GOAU4,SLCE3
GOAU4-SMFT3,GOAU4,SMFT3
GOAU4-SMTO3,GOAU4,SMTO3
GOAU4-STBP3,GOAU4,STBP3
GOAU4-TAEE11,GOAU4,TAEE11
GOAU4-TIMS3,GOAU4,TIMS3
GOAU4-TOTS3,GOAU4,TOTS3
GOAU4-UGPA3,GOAU4,UGPA3
GOAU4-USIM5,GOAU4,USIM5
GOAU4-VALE3,GOAU4,VALE3
GOAU4-VAMO3,GOAU4,VAMO3
GOAU4-VIVA3,GOAU4,VIVA3
GOAU4-VIVT3,GOAU4,VIVT3
GOAU4-WEGE3,GOAU4,WEGE3
GOAU4-YDUQ3,GOAU4,YDUQ3
HYPE3-IGTI11,HYPE3,IGTI11
HYPE3-ISAE4,HYPE3,ISAE4
HYPE3-ITSA4,HYPE3,ITSA4
HYPE3-ITUB4,HYPE3,ITUB4
HYPE3-KLBN11,HYPE3,KLBN11
HYPE3-LREN3,HYPE3,LREN3
HYPE3-MOTV3,HYPE3,MOTV3
HYPE3-MRFG3,HYPE3,MRFG3
HYPE3-MRVE3,HYPE3,MRVE3
HYPE3-MULT3,HYPE3,MULT3
HYPE3-NATU3,HYPE3,NATU3
HYPE3-PETR3,HYPE3,PETR3
HYPE3-PETR4,HYPE3,PETR4
HYPE3-PETZ3,HYPE3,PETZ3
HYPE3-POMO4,HYPE3,POMO4
HYPE3-PRIO3,HYPE3,PRIO3
HYPE3-PSSA3,HYPE3,PSSA3
HYPE3-RADL3,HYPE3,RADL3
HYPE3-RAIL3,HYPE3,RAIL3
HYPE3-RAIZ4,HYPE3,RAIZ4
HYPE3-RDOR3,HYPE3,RDOR3
HYPE3-RECV3,HYPE3,RECV3
HYPE3-RENT3,HYPE3,RENT3
HYPE3-SANB11,HYPE3,SANB11
HYPE3-SBSP3,HYPE3,SBSP3
HYPE3-SLCE3,HYPE3,SLCE3
HYPE3-SMFT3,HYPE3,SMFT3
HYPE3-SMTO3,HYPE3,SMTO3
HYPE3-STBP3,HYPE3,STBP3
HYPE3-TAEE11,HYPE3,TAEE11
HYPE3-TIMS3,HYPE3,TIMS3
HYPE3-TOTS3,HYPE3,TOTS3
HYPE3-UGPA3,HYPE3,UGPA3
HYPE3-USIM5,HYPE3,USIM5
HYPE3-VALE3,HYPE3,VALE3
HYPE3-VAMO3,HYPE3,VAMO3
HYPE3-VIVA3,HYPE3,VIVA3
HYPE3-VIVT3,HYPE3,VIVT3
HYPE3-WEGE3,HYPE3,WEGE3
HYPE3-YDUQ3,HYPE3,YDUQ3
IGTI11-ISAE4,IGTI11,ISAE4
IGTI11-ITSA4,IGTI11,ITSA4
IGTI11-ITUB4,IGTI11,ITUB4
IGTI11-KLBN11,IGTI11,KLBN11
IGTI11-LREN3,IGTI11,LREN3
IGTI11-MOTV3,IGTI11,MOTV3
